TestDataID,Rating
173,3.18684
174,4.79257
175,3.99961
176,4.20844
177,4.61612
178,4.50249
179,4.99914
180,3.20326
181,4.35718
182,4.6508
183,4.14946
184,3.68508
185,4.67051
186,4.24459
187,4.268
188,3.04649
189,4.24809
190,4.4454
191,3.38539
192,3.99582
193,2.54307
194,4.42477
195,4.43953
196,3.07165
197,4.44656
198,4.48405
199,2.82294
200,4.44274
201,4.21441
202,4.53537
203,1.74899
204,4.11677
205,1.76975
206,3.51477
207,3.84698
208,4.11268
209,2.69974
210,4.31073
211,3.59069
212,3.68144
213,4.18881
214,2.23764
215,4.18328
216,2.36881
217,4.96017
218,3.64114
219,4.29402
220,2.13122
221,4.65595
222,4.22766
223,4.35282
224,4.06429
225,3.13325
226,3.90565
227,1.40036
228,2.92583
229,2.38387
230,4.83272
231,3.99478
232,3.14501
233,4.29315
234,3.69336
235,2.93125
236,4.24086
237,4.20564
238,3.41001
239,3.44361
240,3.56922
241,3.21204
242,2.86197
243,3.53235
244,4.5339
245,4.03877
246,4.02564
247,3.6607
248,2.88822
249,3.32751
250,3.65837
251,3.55292
252,4.76304
253,2.9479
254,3.68137
255,2.83717
256,3.19988
257,3.38999
258,3.16814
259,3.33885
260,3.0228
261,2.77087
262,3.39008
263,2.7998
264,3.54731
265,2.04335
266,3.27982
267,4.35129
268,3.23827
269,3.90555
270,4.39705
271,2.86303
272,4.09139
273,2.87518
274,2.96842
275,4.30781
276,2.524
277,2.68386
278,3.70085
279,2.70875
280,4.01529
281,3.21732
282,4.42869
283,3.49226
284,3.00424
285,3.19574
286,2.87277
287,2.76075
288,3.3543
289,3.11881
290,3.46217
291,2.69386
292,3.00231
293,3.1837
294,3.57512
295,2.95999
296,3.82786
297,3.21629
298,4.15103
299,3.93037
300,2.94266
301,3.80808
302,3.4824
303,3.30057
304,3.29249
305,3.17642
306,3.50491
307,3.26957
308,3.69588
309,3.41057
310,4.45529
311,3.45352
312,3.09807
313,3.186
314,3.15912
315,2.98623
316,4.22453
317,2.87771
318,4.4154
319,2.96718
320,4.38222
321,3.8096
322,3.91374
323,3.63459
324,3.57874
325,4.66217
326,3.91079
327,2.81669
328,2.86167
329,2.25659
330,3.20668
331,2.84163
332,3.09936
333,3.86819
334,3.54975
335,3.27334
336,2.57573
337,2.24192
338,2.42886
339,2.62204
340,3.2674
341,2.98934
342,1.73529
343,3.44579
344,2.83707
345,2.54314
346,3.02726
347,1.73479
348,3.04945
349,3.51426
350,2.87548
351,2.3221
352,2.84028
353,2.10243
354,3.22843
355,2.50558
356,3.43935
357,2.75889
358,2.13758
359,3.51897
360,2.69394
361,2.98597
362,3.3602
363,2.80241
364,2.19379
365,2.74001
366,2.56221
367,3.12442
368,2.72139
369,4.68437
370,4.33599
371,4.63329
372,4.66285
373,3.84616
374,3.80556
375,3.78797
376,3.94215
377,3.96641
378,3.90124
379,3.49018
380,3.37739
381,3.81337
382,3.25227
383,4.0174
384,2.70031
385,4.10278
386,3.48069
387,4.09801
388,3.0904
389,4.21659
390,3.90161
391,3.52973
392,3.24537
393,3.64351
394,3.98842
395,3.33202
396,3.1041
397,3.21416
398,3.09373
399,4.27549
400,3.62183
401,3.36873
402,3.01058
403,3.40477
404,3.45729
405,3.48593
406,3.57987
407,4.01495
408,4.0858
409,3.5675
410,3.87162
411,3.64137
412,4.44031
413,4.29314
414,3.75579
415,3.66587
416,3.2483
417,3.66025
418,3.78443
419,3.78426
420,1.90727
421,3.30999
422,3.88165
423,3.92653
424,3.87
425,4.30433
426,3.58624
427,3.82789
428,3.98888
429,4.08271
430,3.81598
431,3.55149
432,3.42838
433,3.29124
434,2.95464
435,3.06915
436,3.0959
437,3.07605
438,4.57514
439,3.47987
440,3.26348
441,3.73956
442,3.70228
443,3.67317
444,3.23112
445,3.1908
446,3.17755
447,3.9188
448,3.72568
449,3.8117
450,4.00171
451,3.41129
452,3.06671
453,3.20308
454,3.79523
455,3.12577
456,2.9487
457,3.55632
458,3.17466
459,3.70855
460,3.51306
461,3.47108
462,4.02988
463,3.08153
464,3.57947
465,4.23984
466,4.33542
467,2.82337
468,3.66665
469,3.96408
470,4.14482
471,3.40763
472,3.59677
473,3.77865
474,3.29642
475,3.31574
476,3.17514
477,3.53239
478,3.07064
479,3.35209
480,3.14445
481,3.48815
482,3.53824
483,4.24807
484,4.50914
485,5
486,3.83989
487,4.01822
488,4.17059
489,4.13206
490,3.23868
491,4.46966
492,3.67656
493,3.94675
494,3.98424
495,3.14007
496,3.6358
497,4.03383
498,2.82079
499,3.09558
500,4.18533
501,4.67511
502,4.03702
503,3.78185
504,4.07896
505,3.74285
506,4.05775
507,4.30381
508,4.39634
509,3.96861
510,3.74496
511,4.48912
512,4.27407
513,4.22162
514,3.91564
515,3.9421
516,3.98133
517,4.53606
518,4.1066
519,4.73636
520,3.54642
521,4.04453
522,4.20875
523,3.85629
524,3.70986
525,3.54746
526,3.51285
527,4.56199
528,4.19646
529,4.53219
530,3.75732
531,4.09929
532,4.78627
533,3.99992
534,4.54742
535,4.13363
536,3.63567
537,2.49323
538,4.35085
539,4.02989
540,3.75846
541,3.77297
542,4.15456
543,3.25658
544,2.46527
545,2.06335
546,3.18371
547,3.71124
548,3.40235
549,3.17528
550,2.48051
551,3.59618
552,2.39901
553,3.56417
554,1.86274
555,4.64712
556,3.22685
557,4.00429
558,3.86292
559,3.76946
560,4.10487
561,4.24212
562,3.01264
563,3.136
564,3.61556
565,3.34518
566,3.79617
567,4.73056
568,3.65176
569,3.22304
570,3.84098
571,3.96886
572,3.43586
573,4.10797
574,2.82357
575,3.63618
576,3.68128
577,3.61052
578,3.52874
579,3.65036
580,2.8868
581,4.43853
582,3.93831
583,3.81323
584,3.60011
585,3.67087
586,3.66737
587,3.78455
588,3.23931
589,3.14588
590,3.75156
591,4.14878
592,4.72031
593,4.02333
594,3.30246
595,3.30979
596,4.83166
597,4.40372
598,3.68237
599,3.64198
600,3.42284
601,4.62634
602,3.62143
603,3.67416
604,3.39105
605,2.7475
606,3.58233
607,4.29405
608,3.33133
609,3.24527
610,3.72236
611,4.18208
612,3.47711
613,3.64913
614,2.61352
615,2.70521
616,3.65333
617,3.20469
618,2.8038
619,3.00032
620,4.73263
621,2.76663
622,2.63339
623,2.76983
624,2.57024
625,3.09087
626,2.42951
627,3.26655
628,2.4764
629,3.77554
630,3.33515
631,2.58724
632,3.46603
633,2.49793
634,3.21379
635,2.22346
636,3.42878
637,3.46986
638,2.94703
639,2.65999
640,3.04124
641,2.70928
642,4.85456
643,4.81925
644,3.98643
645,4.33124
646,4.30869
647,4.25468
648,3.96634
649,2.90346
650,3.3586
651,3.05902
652,2.89112
653,2.78739
654,3.59431
655,3.52155
656,3.39618
657,3.58412
658,2.48375
659,2.45045
660,3.31927
661,3.92705
662,3.78202
663,3.52822
664,2.85601
665,4.0093
666,2.879
667,3.28528
668,3.34372
669,2.77208
670,3.07886
671,3.82282
672,3.59807
673,3.04313
674,3.017
675,2.36727
676,2.6923
677,2.90903
678,2.88062
679,3.72437
680,2.85195
681,2.08458
682,2.76888
683,2.61805
684,3.63113
685,2.77644
686,2.86896
687,2.10712
688,2.14697
689,2.30169
690,2.1792
691,3.45892
692,3.37337
693,3.12743
694,3.9031
695,3.05559
696,3.35217
697,3.11075
698,3.49869
699,3.76185
700,4.72403
701,2.28625
702,2.78909
703,3.93134
704,3.48774
705,4.1333
706,2.97711
707,4.17918
708,3.29571
709,3.57648
710,3.02084
711,3.53471
712,4.24059
713,3.95081
714,3.21678
715,3.17976
716,3.12649
717,2.03785
718,2.51375
719,3.56186
720,3.49521
721,4.32548
722,4.16438
723,3.70214
724,3.53569
725,3.62214
726,3.26963
727,3.30886
728,4.23934
729,2.9912
730,3.58116
731,3.75445
732,3.52308
733,4.08933
734,4.58851
735,5
736,4.53933
737,4.55567
738,4.40737
739,4.77565
740,3.78491
741,4.5277
742,3.78222
743,3.28035
744,5
745,3.90774
746,4.41904
747,4.93131
748,3.56592
749,4.06451
750,4.62833
751,4.22981
752,4.38056
753,3.01263
754,4.74667
755,3.94035
756,4.23931
757,3.00466
758,4.24023
759,4.08852
760,4.97309
761,4.27472
762,3.41915
763,4.32389
764,4.27252
765,4.28322
766,4.761
767,4.81442
768,2.59371
769,4.76618
770,4.76542
771,2.3342
772,4.51979
773,4.78785
774,4.248
775,3.75751
776,4.98844
777,2.95975
778,4.13072
779,4.40703
780,4.4991
781,4.41013
782,3.04639
783,4.33089
784,4.02376
785,4.4108
786,4.57854
787,4.49287
788,5
789,5
790,3.22298
791,3.3465
792,4.6212
793,5
794,4.62784
795,4.9739
796,4.98662
797,5
798,4.19273
799,4.50163
800,4.35563
801,3.9079
802,3.80661
803,4.18806
804,3.99802
805,4.02286
806,3.18718
807,1.65115
808,4.14217
809,2.2612
810,3.58594
811,3.68784
812,1.98059
813,4.23157
814,4.58964
815,4.7171
816,3.93344
817,4.98882
818,4.18373
819,3.41724
820,3.9128
821,4.53148
822,3.22447
823,3.56389
824,4.08172
825,4.34561
826,3.90169
827,3.1853
828,4.34325
829,4.02936
830,4.384
831,2.3481
832,3.54743
833,4.09281
834,3.98069
835,2.9922
836,4.22363
837,3.065
838,4.29736
839,4.37856
840,2.88081
841,4.08529
842,2.53491
843,3.87259
844,4.38307
845,4.58845
846,4.29411
847,3.75933
848,2.87169
849,2.55647
850,3.66133
851,3.90643
852,3.88762
853,4.62741
854,3.07119
855,4.69525
856,5
857,4.97157
858,5
859,4.60814
860,3.28281
861,2.98931
862,3.68694
863,3.32805
864,3.6915
865,2.98718
866,3.91695
867,3.78936
868,3.66945
869,2.05351
870,3.43961
871,3.59661
872,3.92567
873,2.63045
874,3.94908
875,3.38643
876,3.65838
877,3.38553
878,2.92112
879,3.87515
880,3.62409
881,3.3299
882,3.36846
883,4.08578
884,3.63591
885,3.39756
886,3.71291
887,3.15706
888,3.55579
889,3.65284
890,3.46867
891,2.53617
892,3.08215
893,3.68119
894,3.23772
895,4.06176
896,4.05942
897,3.15146
898,2.09436
899,3.64136
900,4.02076
901,4.07263
902,4.34212
903,3.43712
904,3.53213
905,3.42994
906,4.12324
907,3.77589
908,4.44324
909,3.72327
910,3.3011
911,3.37994
912,4.01853
913,3.29256
914,3.50289
915,3.26994
916,2.72246
917,2.73328
918,3.34488
919,3.021
920,3.36215
921,4.1063
922,4.15251
923,3.8929
924,3.89725
925,3.93011
926,3.44185
927,3.15762
928,2.67249
929,3.46731
930,3.55368
931,4.14329
932,3.39935
933,3.8575
934,2.74501
935,3.9628
936,3.57841
937,4.40261
938,3.94356
939,3.62362
940,3.65425
941,4.06493
942,3.04043
943,3.68009
944,3.54116
945,3.73249
946,3.10742
947,2.02426
948,2.30073
949,4.33262
950,2.28014
951,3.89891
952,3.89353
953,4.81572
954,4.61168
955,4.07013
956,4.47972
957,5
958,4.98356
959,4.79432
960,4.57982
961,4.57575
962,4.10598
963,4.6037
964,5
965,4.845
966,4.25578
967,4.71364
968,4.22123
969,4.56551
970,4.03111
971,4.29819
972,3.78778
973,4.35386
974,4.8913
975,3.31966
976,4.1948
977,3.44722
978,3.11369
979,4.16598
980,3.64776
981,3.82291
982,3.96089
983,3.78069
984,3.2917
985,3.70872
986,2.72671
987,2.57156
988,3.77865
989,4.00554
990,4.1842
991,3.42716
992,3.34289
993,1.72387
994,1.51656
995,3.4757
996,3.72692
997,1.99969
998,3.67096
999,3.5356
1000,2.34865
1001,4.23268
1002,2.6054
1003,2.45803
1004,3.83735
1005,4.71983
1006,2.75576
1007,3.11702
1008,2.69392
1009,3.08654
1010,4.61154
1011,4.51901
1012,4.19216
1013,3.8637
1014,4.03616
1015,4.13985
1016,3.82327
1017,3.41618
1018,3.6545
1019,3.77717
1020,4.60715
1021,3.9533
1022,3.7827
1023,4.31641
1024,3.98401
1025,4.37557
1026,3.91029
1027,3.42264
1028,3.71073
1029,3.90078
1030,4.52794
1031,4.33736
1032,4.44799
1033,3.41888
1034,3.62012
1035,3.4657
1036,4.68009
1037,4.60058
1038,4.20394
1039,4.83233
1040,3.43166
1041,3.49483
1042,4.58951
1043,4.54529
1044,2.6922
1045,2.49395
1046,3.43302
1047,3.92876
1048,3.46053
1049,2.80065
1050,2.74618
1051,3.48715
1052,3.61018
1053,3.47136
1054,3.95408
1055,3.98401
1056,3.30956
1057,3.77134
1058,3.50378
1059,3.82661
1060,4.02815
1061,3.54159
1062,2.73896
1063,3.5133
1064,4.18856
1065,2.61784
1066,3.67465
1067,3.84671
1068,3.33324
1069,4.39775
1070,3.81553
1071,3.82036
1072,4.74613
1073,4.75461
1074,4.48085
1075,4.5996
1076,3.68358
1077,4.52185
1078,3.75922
1079,4.1771
1080,4.22803
1081,3.80818
1082,3.76963
1083,4.73942
1084,4.32029
1085,3.7533
1086,3.98876
1087,3.06036
1088,4.12531
1089,2.35524
1090,3.20452
1091,3.1734
1092,2.06793
1093,3.62207
1094,3.15315
1095,3.5467
1096,4.26263
1097,3.17284
1098,3.46256
1099,3.83979
1100,4.51036
1101,3.23928
1102,4.10236
1103,3.79631
1104,4.07132
1105,3.28484
1106,3.91911
1107,2.50198
1108,2.7401
1109,3.90964
1110,3.41896
1111,4.55943
1112,4.66308
1113,4.39015
1114,4.72736
1115,4.57693
1116,3.78169
1117,3.36825
1118,2.86993
1119,2.23806
1120,4.07049
1121,4.45611
1122,3.71471
1123,4.04243
1124,4.89334
1125,3.52364
1126,3.12802
1127,3.82964
1128,3.28204
1129,3.38866
1130,3.41649
1131,3.44725
1132,3.3008
1133,2.73172
1134,3.7552
1135,3.28454
1136,2.75105
1137,3.65656
1138,3.64359
1139,2.20594
1140,3.71506
1141,3.25916
1142,2.78541
1143,3.03542
1144,3.42802
1145,3.46862
1146,3.32256
1147,3.75864
1148,2.94735
1149,3.33567
1150,3.27404
1151,2.70194
1152,3.43367
1153,3.9666
1154,2.95169
1155,4.73421
1156,4.561
1157,4.75957
1158,3.34148
1159,2.88137
1160,3.2251
1161,2.14239
1162,3.71556
1163,2.191
1164,3.23611
1165,2.38643
1166,2.62488
1167,3.47779
1168,2.73969
1169,3.93945
1170,2.58256
1171,2.93562
1172,2.86269
1173,1.9509
1174,2.19089
1175,2.13554
1176,2.42126
1177,1.61476
1178,2.93174
1179,2.91223
1180,3.35161
1181,3.19838
1182,2.4856
1183,2.68959
1184,2.82473
1185,3.96339
1186,2.27758
1187,2.44734
1188,3.29094
1189,3.6011
1190,2.47557
1191,2.81033
1192,3.12616
1193,3.82178
1194,1.88684
1195,3.80252
1196,3.9437
1197,3.54714
1198,3.24716
1199,3.82575
1200,1.68582
1201,3.07509
1202,1.62112
1203,2.66722
1204,2.95462
1205,3.20861
1206,2.62141
1207,3.79908
1208,4.23165
1209,3.18437
1210,3.42479
1211,3.54111
1212,4.00067
1213,3.6453
1214,3.4336
1215,4.1148
1216,3.46645
1217,3.31836
1218,4.18751
1219,3.5428
1220,4.25615
1221,2.80659
1222,4.00235
1223,3.93561
1224,4.1331
1225,3.94263
1226,3.72078
1227,3.6861
1228,3.59978
1229,3.50021
1230,3.59024
1231,3.77484
1232,4.49314
1233,4.40018
1234,4.59261
1235,4.5687
1236,4.56169
1237,3.98291
1238,4.02813
1239,4.6777
1240,4.72316
1241,4.36835
1242,3.66544
1243,4.73904
1244,4.0525
1245,3.93857
1246,4.31768
1247,4.37715
1248,4.4834
1249,4.48746
1250,4.07931
1251,4.55633
1252,3.20965
1253,3.95993
1254,3.92461
1255,3.85432
1256,3.44789
1257,2.46821
1258,2.33893
1259,2.80756
1260,3.30422
1261,3.36013
1262,3.08234
1263,3.56294
1264,2.19299
1265,2.70083
1266,3.24304
1267,2.29533
1268,3.71586
1269,3.43377
1270,4.995
1271,4.54952
1272,4.60572
1273,4.9174
1274,4.40175
1275,4.55048
1276,4.06834
1277,4.87951
1278,4.81296
1279,5
1280,4.68126
1281,4.40196
1282,2.66615
1283,3.44728
1284,3.98003
1285,4.17058
1286,2.81462
1287,3.26844
1288,2.49366
1289,2.40686
1290,3.26452
1291,2.21033
1292,3.60584
1293,3.25449
1294,3.84083
1295,4.89893
1296,5
1297,4.01412
1298,4.74349
1299,4.77599
1300,4.13901
1301,2.77632
1302,4.01851
1303,4.04887
1304,4.40356
1305,4.68696
1306,2.45591
1307,4.72368
1308,3.50818
1309,2.87225
1310,4.19894
1311,4.35463
1312,4.82265
1313,3.85726
1314,4.9144
1315,3.97287
1316,4.32051
1317,4.86008
1318,4.38559
1319,3.74395
1320,3.4822
1321,3.84367
1322,3.72736
1323,3.70639
1324,3.99053
1325,4.67205
1326,4.10038
1327,4.10044
1328,3.6183
1329,3.57639
1330,3.55621
1331,3.75062
1332,3.72936
1333,3.97607
1334,3.55451
1335,3.0414
1336,4.28157
1337,3.84044
1338,4.1033
1339,4.33627
1340,3.9493
1341,3.99187
1342,2.25985
1343,3.94566
1344,3.42512
1345,3.82733
1346,4.08845
1347,3.08129
1348,4.35524
1349,3.38117
1350,2.28615
1351,2.66069
1352,2.40477
1353,5
1354,5
1355,3.94843
1356,3.78895
1357,3.65687
1358,4.71003
1359,4.37969
1360,4.22421
1361,1.7352
1362,4.9164
1363,3.87
1364,3.95772
1365,4.73847
1366,4.82757
1367,4.81283
1368,4.926
1369,3.9905
1370,3.7908
1371,3.4982
1372,3.09138
1373,3.80322
1374,3.01267
1375,4.28158
1376,3.23364
1377,3.63882
1378,3.62457
1379,3.32783
1380,4.05004
1381,4.30931
1382,3.65234
1383,4.40136
1384,2.76054
1385,3.09448
1386,3.80076
1387,3.8783
1388,3.73918
1389,3.83913
1390,3.70986
1391,3.0178
1392,3.20511
1393,3.47217
1394,3.5082
1395,4.5339
1396,3.66295
1397,2.78624
1398,4.77503
1399,4.5798
1400,4.29991
1401,3.82275
1402,3.18656
1403,3.58918
1404,4.19266
1405,3.68734
1406,2.96544
1407,3.16833
1408,3.36747
1409,3.6037
1410,3.37111
1411,1.67783
1412,3.34795
1413,3.01155
1414,2.78299
1415,3.3468
1416,2.99376
1417,2.83221
1418,3.07096
1419,3.90409
1420,3.33173
1421,2.87316
1422,2.1791
1423,3.59973
1424,2.95357
1425,2.94287
1426,3.6733
1427,3.33748
1428,3.64508
1429,3.52874
1430,3.42634
1431,3.01484
1432,3.25504
1433,3.40499
1434,3.08645
1435,3.30229
1436,3.44006
1437,3.3902
1438,2.75529
1439,2.77924
1440,3.04494
1441,4.82306
1442,3.11938
1443,3.41918
1444,4.70357
1445,3.27029
1446,3.29853
1447,3.45604
1448,4.08161
1449,2.82393
1450,3.00876
1451,2.85666
1452,3.22994
1453,3.50876
1454,3.12509
1455,3.66473
1456,4.00912
1457,3.46904
1458,4.088
1459,4.86258
1460,3.81546
1461,4.40566
1462,3.4531
1463,3.35873
1464,3.84145
1465,3.34819
1466,3.55536
1467,3.96693
1468,3.87634
1469,4.31094
1470,5
1471,3.70863
1472,3.24766
1473,3.9436
1474,3.68369
1475,3.66861
1476,3.82081
1477,3.79486
1478,4.51438
1479,4.1281
1480,2.8746
1481,3.25878
1482,3.11732
1483,3.15163
1484,3.39964
1485,3.36513
1486,2.72512
1487,3.47065
1488,4.67141
1489,3.14372
1490,3.30994
1491,3.53646
1492,2.47797
1493,3.69741
1494,3.75054
1495,4.5684
1496,4.17038
1497,4.32384
1498,4.18008
1499,4.14654
1500,4.3749
1501,4.56587
1502,4.75893
1503,4.82867
1504,3.81491
1505,4.21158
1506,3.00996
1507,3.64452
1508,2.58977
1509,2.82589
1510,3.31662
1511,2.6883
1512,3.87839
1513,2.92803
1514,3.69808
1515,3.79351
1516,3.62581
1517,3.64334
1518,3.7632
1519,3.70652
1520,3.97222
1521,1.96859
1522,3.2031
1523,1
1524,3.81402
1525,3.69577
1526,4.08111
1527,4.10337
1528,3.42551
1529,3.6985
1530,3.84202
1531,1.49282
1532,2.89252
1533,3.67333
1534,3.7429
1535,3.67842
1536,3.3474
1537,2.88155
1538,1.88649
1539,3.62218
1540,3.03433
1541,3.06664
1542,2.77406
1543,3.27965
1544,1.9426
1545,3.69379
1546,3.15829
1547,2.32383
1548,3.72783
1549,3.39011
1550,3.33764
1551,3.64117
1552,4.38473
1553,3.07989
1554,3.16992
1555,3.6833
1556,3.77505
1557,3.70963
1558,3.52782
1559,3.49771
1560,2.67332
1561,3.4171
1562,3.59068
1563,4.18867
1564,4.14967
1565,3.1699
1566,2.7535
1567,3.05388
1568,4.56783
1569,3.24085
1570,3.48803
1571,4.31321
1572,4.26601
1573,4.35484
1574,5
1575,4.51863
1576,4.46779
1577,3.73331
1578,4.25345
1579,2.98715
1580,4.43608
1581,4.18095
1582,4.3788
1583,4.73229
1584,4.20985
1585,4.03662
1586,4.54878
1587,3.98086
1588,4.14929
1589,3.31648
1590,4.00281
1591,3.9301
1592,3.41852
1593,3.36225
1594,3.68876
1595,3.71818
1596,4.12671
1597,3.50384
1598,3.78667
1599,3.52159
1600,3.9246
1601,3.77766
1602,4.2759
1603,4.28309
1604,4.81976
1605,2.95809
1606,3.67195
1607,4.27507
1608,3.38071
1609,5
1610,3.63844
1611,3.77228
1612,3.62096
1613,4.67779
1614,4.44614
1615,3.76777
1616,3.90004
1617,4.09908
1618,4.10116
1619,4.79418
1620,3.18194
1621,3.35534
1622,4.08566
1623,3.47167
1624,4.04252
1625,4.51187
1626,4.56592
1627,4.5249
1628,4.66668
1629,4.82648
1630,4.48893
1631,4.6303
1632,4.90564
1633,4.62936
1634,4.44493
1635,4.67452
1636,3.77026
1637,4.31006
1638,4.68364
1639,5
1640,3.80019
1641,3.81517
1642,2.80244
1643,2.80433
1644,4.03277
1645,2.7939
1646,2.86784
1647,4.06983
1648,3.65577
1649,3.10568
1650,2.75025
1651,1.80609
1652,3.303
1653,3.62176
1654,2.5337
1655,3.3843
1656,3.60232
1657,3.16967
1658,2.83682
1659,4.04627
1660,3.76934
1661,3.90428
1662,3.32925
1663,1.99614
1664,3.79768
1665,3.72215
1666,3.90592
1667,3.62533
1668,4.03154
1669,3.6564
1670,3.39261
1671,4.6657
1672,3.48902
1673,4.44358
1674,3.91607
1675,4.2199
1676,4.09651
1677,3.88525
1678,4.08564
1679,2.36403
1680,4.28897
1681,3.08381
1682,3.68023
1683,4.79767
1684,2.51645
1685,4.10814
1686,4.09561
1687,4.0693
1688,3.05321
1689,3.78853
1690,4.75682
1691,4.12392
1692,4.70284
1693,2.88697
1694,2.80214
1695,2.52427
1696,3.31823
1697,3.03737
1698,1.87294
1699,2.16419
1700,2.97906
1701,2.04185
1702,1.91585
1703,1.78922
1704,2.78379
1705,2.26976
1706,1.9027
1707,4.54039
1708,4.67644
1709,3.83335
1710,4.29061
1711,1.50316
1712,2.85806
1713,2.38419
1714,3.66816
1715,2.04659
1716,3.57404
1717,3.03588
1718,3.90494
1719,2.64946
1720,4.20847
1721,4.6037
1722,3.08628
1723,2.80447
1724,3.72847
1725,1.36998
1726,2.37948
1727,3.45656
1728,4.9147
1729,3.55738
1730,1.98976
1731,3.55873
1732,2.7843
1733,3.14428
1734,3.46819
1735,2.70489
1736,3.64347
1737,3.14237
1738,2.91188
1739,4.1042
1740,3.29109
1741,2.60866
1742,2.81168
1743,2.31472
1744,1.73473
1745,2.87923
1746,3.16417
1747,2.41871
1748,3.38913
1749,3.66158
1750,3.32697
1751,2.9725
1752,4.05265
1753,3.77284
1754,2.28591
1755,3.61135
1756,4.78189
1757,3.22145
1758,3.78862
1759,3.70126
1760,3.99862
1761,3.19169
1762,3.77178
1763,3.7323
1764,3.26584
1765,3.89676
1766,2.82019
1767,3.88356
1768,2.88376
1769,3.18221
1770,3.0397
1771,3.74625
1772,3.8399
1773,3.93077
1774,3.48862
1775,4.06472
1776,3.75023
1777,4.12039
1778,3.72858
1779,3.76529
1780,4.77156
1781,4.85289
1782,4.51426
1783,4.35035
1784,4.3383
1785,4.75655
1786,5
1787,3.58683
1788,4.40084
1789,3.80403
1790,3.52249
1791,4.07573
1792,4.30087
1793,3.36835
1794,3.0408
1795,4.26794
1796,4.32023
1797,3.75597
1798,3.95826
1799,4.09389
1800,3.5432
1801,3.68571
1802,3.67666
1803,3.58222
1804,3.9602
1805,3.06863
1806,4.03924
1807,3.90126
1808,3.75101
1809,3.37854
1810,4.19884
1811,4.44456
1812,3.85229
1813,3.50236
1814,3.54997
1815,4.0119
1816,3.41746
1817,3.70161
1818,3.17229
1819,2.79066
1820,3.30136
1821,3.44316
1822,3.32283
1823,4.40483
1824,3.45863
1825,3.15854
1826,2.71483
1827,3.70293
1828,4.37807
1829,4.01502
1830,3.03022
1831,3.84096
1832,4.17827
1833,3.45182
1834,3.08031
1835,3.0331
1836,3.38442
1837,2.94668
1838,2.03808
1839,2.86699
1840,3.75153
1841,4.33535
1842,4.02024
1843,4.77982
1844,3.97247
1845,4.56536
1846,4.24691
1847,4.37032
1848,3.33215
1849,3.50133
1850,3.76108
1851,3.46726
1852,4.02322
1853,2.25601
1854,4.23801
1855,4.0996
1856,3.77413
1857,4.09077
1858,3.17509
1859,4.38578
1860,3.4178
1861,4.07921
1862,3.88122
1863,4.04507
1864,4.09701
1865,4.10136
1866,4.22719
1867,4.37062
1868,3.97474
1869,3.50452
1870,3.65464
1871,3.47663
1872,3.97503
1873,3.96352
1874,4.03603
1875,4.07752
1876,4.19237
1877,3.93491
1878,4.34077
1879,4.77184
1880,3.97105
1881,3.73907
1882,3.89284
1883,3.58606
