id,value
id_101,18.250380265882296
id_102,9.816928000192814
id_103,4.879026173335008
id_104,15.672978914283062
id_105,38.72638927862268
id_106,28.503677808248106
id_107,6.396687880175904
id_108,15.036271851418773
id_109,15.611229364463066
id_110,13.426990832707583
id_111,18.35364325649883
id_112,11.898729666450938
id_113,28.6089947129097
id_114,24.293250451297805
id_115,14.902557188385908
id_116,7.922821754688702
id_117,44.90221972350854
id_118,31.79896607488764
id_119,0.48819284502085014
id_120,1.8978183617576403
id_121,11.560052462489976
id_122,15.271648003546874
id_123,14.949775857714563
id_124,6.546338141980895
id_125,26.10167335697966
id_126,21.320741151775174
id_127,12.710075261977972
id_128,20.1163152678291
id_129,16.927038024141257
id_130,4.135778513217106
id_131,37.10833486112797
id_132,12.337410676406355
id_133,24.118253220580545
id_134,26.2788351654562
id_135,22.926932550952618
id_136,8.805603358758555
id_137,18.32346478947879
id_138,81.02657892425269
id_139,62.66631340132801
id_140,27.514544976171546
id_141,17.596774738835332
id_142,26.114106220753698
id_143,6.626830929254835
id_144,11.143605395092047
id_145,9.187878227507186
id_146,21.020117028025
id_147,6.858850438004236
id_148,13.10836534944862
id_149,16.738269159414113
id_150,52.95167754781774
id_151,22.46635877507442
id_152,23.886908993790716
id_153,16.31584942984474
id_154,12.139078792769919
id_155,26.26028250355359
id_156,22.92463367910575
id_157,36.795384910290814
id_158,1.694305943403357
id_159,20.907378872685054
id_160,44.70111380353332
id_161,20.624682459113625
id_162,59.19067867722472
id_163,18.14166610924658
id_164,38.37304338724305
id_165,25.398813889512454
id_166,23.37628721300187
id_167,0.2623122132003789
id_168,68.56317437927297
id_169,16.950587004450142
id_170,15.869600298631061
id_171,72.96529595516765
id_172,23.63748734034434
id_173,1.0524992618736704
id_174,22.40961526993374
id_175,2.5739293461991894
id_176,5.255185148796727
id_177,19.97187105397658
id_178,21.171967273626613
id_179,21.19065445259599
id_180,44.94367184021687
id_181,27.548167032640194
id_182,28.483953303571298
id_183,10.24103804394588
id_184,10.523134706691758
id_185,41.85460496079425
id_186,37.48359286941617
id_187,34.21442699546274
id_188,14.940254825811394
id_189,21.71747871419513
id_190,14.649877912324134
id_191,14.385631914557615
id_192,34.04388523780704
id_193,82.41051981552522
id_194,26.035784053353627
id_195,11.251468135026817
id_196,63.37480189761444
id_197,14.354504283805655
id_198,19.48145128799057
id_199,25.338106073063553
id_200,134.23709576824825
id_201,27.797167557708104
id_202,59.70215973999504
id_203,6.15360037644794
id_204,66.03228486863384
id_205,40.44316546365751
id_206,18.71766821143873
id_207,13.657426700109868
id_208,67.05079263470599
id_209,15.748369941167473
id_210,29.731212521227064
id_211,71.87397163783781
id_212,20.153300114081098
id_213,122.8006383601776
id_214,40.81377581971402
id_215,83.43420901405901
id_216,100.59048067565801
id_217,75.00142515096516
id_218,29.143727675794107
id_219,16.418937215147125
id_220,30.432609646082692
id_221,56.020183402095746
id_222,30.81987984317521
id_223,40.77582999880267
id_224,45.755501305963676
id_225,8.359946536083148
id_226,1.7318608017592023
id_227,72.21231403540348
id_228,30.008123652982604
id_229,0.8831408458563268
id_230,39.80982566097164
id_231,15.008846732512907
id_232,23.93381747205107
id_233,10.021711943896394
id_234,10.378682395705665
id_235,22.703916764903244
id_236,12.868215703898834
id_237,0.15895771207333254
id_238,20.38554684808347
id_239,-0.7167166283654094
